0.3700, 5.29e-05, 6003.0897, 149.5282, 2.5294, 9.8853
0.3750, 5.1e-05, 6003.1862, 149.4841, 2.5118, 9.9804
0.3800, 5.4e-05, 6003.2840, 149.4402, 2.4948, 10.0757
0.3850, 5.13e-05, 6003.3833, 149.3962, 2.4785, 10.1712
0.3900, 7.72e-05, 6003.4840, 149.3523, 2.4630, 10.2671
0.3950, 5.25e-05, 6003.5862, 149.3084, 2.4482, 10.3633
0.4000, 5.12e-05, 6003.6897, 149.2645, 2.4342, 10.4600
0.4050, 5.28e-05, 6003.7946, 149.2206, 2.4211, 10.5571
0.4100, 6.23e-05, 6003.9009, 149.1768, 2.4088, 10.6548
0.4150, 5.19e-05, 6004.0086, 149.1329, 2.3973, 10.7529
0.4200, 5.05e-05, 6004.1176, 149.0891, 2.3867, 10.8517
0.4250, 5.75e-05, 6004.2281, 149.0452, 2.3770, 10.9510
0.4300, 5.02e-05, 6004.3399, 149.0014, 2.3681, 11.0509
0.4350, 5.05e-05, 6004.4530, 148.9575, 2.3601, 11.1514
0.4400, 5.04e-05, 6004.5675, 148.9136, 2.3529, 11.2526
0.4450, 6.38e-05, 6004.6834, 148.8697, 2.3464, 11.3543
0.4500, 5.23e-05, 6004.8006, 148.8258, 2.3408, 11.4567
0.4550, 5.14e-05, 6004.9192, 148.7819, 2.3360, 11.5597
0.4600, 5.03e-05, 6005.0391, 148.7379, 2.3319, 11.6633
0.4650, 5.07e-05, 6005.1604, 148.6938, 2.3285, 11.7675
0.4700, 5.48e-05, 6005.2830, 148.6498, 2.3258, 11.8724
0.4750, 5.16e-05, 6005.4070, 148.6056, 2.3237, 11.9777
0.4800, 6.85e-05, 6005.5322, 148.5614, 2.3223, 12.0837
0.4850, 5.18e-05, 6005.6589, 148.5172, 2.3215, 12.1902
0.4900, 5.02e-05, 6005.7868, 148.4729, 2.3212, 12.2972
0.4950, 5e-05, 6005.9161, 148.4286, 2.3215, 12.4047
0.5000, 5.21e-05, 6006.0467, 148.3841, 2.3222, 12.5126
0.5050, 5.02e-05, 6006.1786, 148.3397, 2.3234, 12.6210
0.5100, 5.09e-05, 6006.3119, 148.2951, 2.3250, 12.7299
0.5150, 6.29e-05, 6006.4465, 148.2505, 2.3270, 12.8391
0.5200, 5.38e-05, 6006.5824, 148.2058, 2.3293, 12.9487
0.5250, 5.05e-05, 6006.7196, 148.1610, 2.3319, 13.0587
0.5300, 5.03e-05, 6006.8581, 148.1162, 2.3348, 13.1689
0.5350, 5.27e-05, 6006.9980, 148.0712, 2.3380, 13.2795
0.5400, 5.01e-05, 6007.1392, 148.0262, 2.3413, 13.3903
0.5450, 5.04e-05, 6007.2817, 147.9812, 2.3449, 13.5013
0.5500, 6.51e-05, 6007.4255, 147.9360, 2.3486, 13.6125
0.5550, 5.84e-05, 6007.5707, 147.8908, 2.3524, 13.7240
0.5600, 5.1e-05, 6007.7171, 147.8455, 2.3563, 13.8355
0.5650, 5.05e-05, 6007.8649, 147.8001, 2.3603, 13.9472
0.5700, 5.05e-05, 6008.0140, 147.7546, 2.3643, 14.0591
0.5750, 5.27e-05, 6008.1644, 147.7090, 2.3683, 14.1709
0.5800, 5.03e-05, 6008.3161, 147.6634, 2.3724, 14.2829
0.5850, 6.33e-05, 6008.4692, 147.6177, 2.3764, 14.3949
0.5900, 5.28e-05, 6008.6235, 147.5719, 2.3804, 14.5069
0.5950, 5.04e-05, 6008.7792, 147.5260, 2.3843, 14.6189
0.6000, 5.06e-05, 6008.9361, 147.4800, 2.3881, 14.7309
0.6050, 5.03e-05, 6009.0944, 147.4340, 2.3919, 14.8428
0.6100, 5.25e-05, 6009.2540, 147.3879, 2.3956, 14.9547
0.6150, 5.05e-05, 6009.4149, 147.3417, 2.3991, 15.0666
0.6200, 6.16e-05, 6009.5771, 147.2954, 2.4025, 15.1783
0.6250, 5.11e-05, 6009.7406, 147.2490, 2.4058, 15.2900
0.6300, 5.3e-05, 6009.9054, 147.2026, 2.4090, 15.4015
0.6350, 5.57e-05, 6010.0715, 147.1561, 2.4120, 15.5130
0.6400, 5.17e-05, 6010.2390, 147.1095, 2.4148, 15.6243
0.6450, 5.21e-05, 6010.4077, 147.0628, 2.4176, 15.7355
0.6500, 5.34e-05, 6010.5777, 147.0161, 2.4201, 15.8465
0.6550, 6.3e-05, 6010.7490, 146.9693, 2.4225, 15.9574
0.6600, 5.07e-05, 6010.9216, 146.9224, 2.4247, 16.0682
0.6650, 5.3e-05, 6011.0956, 146.8755, 2.4268, 16.1788
0.6700, 5.04e-05, 6011.2708, 146.8285, 2.4287, 16.2892
0.6750, 5e-05, 6011.4473, 146.7814, 2.4304, 16.3995
0.6800, 5.06e-05, 6011.6251, 146.7342, 2.4320, 16.5096
0.6850, 5.25e-05, 6011.8042, 146.6870, 2.4334, 16.6195
0.6900, 6.21e-05, 6011.9845, 146.6397, 2.4347, 16.7293
0.6950, 5.05e-05, 6012.1662, 146.5923, 2.4359, 16.8390
0.7000, 5.01e-05, 6012.3491, 146.5449, 2.4369, 16.9484
0.7050, 5.28e-05, 6012.5334, 146.4975, 2.4377, 17.0577
0.7100, 5.22e-05, 6012.7189, 146.4499, 2.4384, 17.1669
0.7150, 6.24e-05, 6012.9057, 146.4023, 2.4390, 17.2759
0.7200, 5.46e-05, 6013.0937, 146.3546, 2.4395, 17.3847
0.7250, 6.51e-05, 6013.2831, 146.3069, 2.4399, 17.4934
0.7300, 5.08e-05, 6013.4737, 146.2591, 2.4402, 17.6019
0.7350, 5.02e-05, 6013.6655, 146.2113, 2.4403, 17.7103
0.7400, 5.33e-05, 6013.8587, 146.1634, 2.4404, 17.8186
0.7450, 5.04e-05, 6014.0531, 146.1154, 2.4404, 17.9267
0.7500, 5.02e-05, 6014.2488, 146.0674, 2.4403, 18.0347
0.7550, 4.99e-05, 6014.4457, 146.0193, 2.4401, 18.1426
0.7600, 5.44e-05, 6014.6439, 145.9711, 2.4398, 18.2503
0.7650, 5.05e-05, 6014.8434, 145.9230, 2.4395, 18.3580
0.7700, 5e-05, 6015.0441, 145.8747, 2.4392, 18.4655
0.7750, 5.02e-05, 6015.2461, 145.8264, 2.4387, 18.5729
0.7800, 5.51e-05, 6015.4493, 145.7780, 2.4383, 18.6803
0.7850, 4.99e-05, 6015.6537, 145.7296, 2.4378, 18.7875
0.7900, 5.02e-05, 6015.8594, 145.6812, 2.4373, 18.8946
0.7950, 6.35e-05, 6016.0664, 145.6326, 2.4367, 19.0017
0.8000, 5.13e-05, 6016.2746, 145.5841, 2.4361, 19.1087
0.8050, 5.04e-05, 6016.4840, 145.5354, 2.4355, 19.2156
0.8100, 5.1e-05, 6016.6947, 145.4867, 2.4349, 19.3224
0.8150, 6.67e-05, 6016.9066, 145.4380, 2.4343, 19.4291
0.8200, 5.07e-05, 6017.1197, 145.3892, 2.4337, 19.5358
0.8250, 0.0001075, 6017.3341, 145.3404, 2.4331, 19.6425
0.8300, 6.06e-05, 6017.5497, 145.2915, 2.4325, 19.7491
0.8350, 5.47e-05, 6017.7665, 145.2425, 2.4319, 19.8556
0.8400, 5.12e-05, 6017.9845, 145.1935, 2.4313, 19.9621
0.8450, 5.08e-05, 6018.2038, 145.1445, 2.4307, 20.0685
0.8500, 5.23e-05, 6018.4242, 145.0954, 2.4302, 20.1749
0.8550, 6.43e-05, 6018.6459, 145.0462, 2.4296, 20.2812
0.8600, 5.29e-05, 6018.8688, 144.9970, 2.4291, 20.3875
0.8650, 5.1e-05, 6019.0929, 144.9477, 2.4286, 20.4938
0.8700, 5.79e-05, 6019.3182, 144.8984, 2.4281, 20.6001
0.8750, 6.16e-05, 6019.5447, 144.8490, 2.4277, 20.7063
0.8800, 5.13e-05, 6019.7725, 144.7996, 2.4273, 20.8125
0.8850, 5.05e-05, 6020.0014, 144.7501, 2.4269, 20.9186
0.8900, 6.94e-05, 6020.2315, 144.7006, 2.4265, 21.0247
0.8950, 5.25e-05, 6020.4628, 144.6510, 2.4262, 21.1308
0.9000, 5.08e-05, 6020.6953, 144.6014, 2.4258, 21.2369
0.9050, 5.08e-05, 6020.9290, 144.5517, 2.4256, 21.3430
0.9100, 5.26e-05, 6021.1639, 144.5020, 2.4253, 21.4490
0.9150, 5.02e-05, 6021.3999, 144.4522, 2.4251, 21.5550
0.9200, 5.07e-05, 6021.6372, 144.4023, 2.4249, 21.6610
0.9250, 6.54e-05, 6021.8756, 144.3524, 2.4247, 21.7670
0.9300, 5.23e-05, 6022.1152, 144.3025, 2.4246, 21.8729
0.9350, 7.24e-05, 6022.3560, 144.2525, 2.4245, 21.9788
0.9400, 8.82e-05, 6022.5980, 144.2024, 2.4244, 22.0847
0.9450, 6.58e-05, 6022.8411, 144.1523, 2.4243, 22.1906
0.9500, 6.58e-05, 6023.0854, 144.1021, 2.4243, 22.2965
0.9550, 5.4e-05, 6023.3309, 144.0519, 2.4242, 22.4023
0.9600, 5.18e-05, 6023.5775, 144.0017, 2.4243, 22.5081
0.9650, 5.38e-05, 6023.8253, 143.9514, 2.4243, 22.6139
0.9700, 5.07e-05, 6024.0743, 143.9010, 2.4243, 22.7196
0.9750, 5.12e-05, 6024.3244, 143.8506, 2.4244, 22.8253
0.9800, 5.35e-05, 6024.5756, 143.8001, 2.4245, 22.9310
0.9850, 6.25e-05, 6024.8281, 143.7496, 2.4246, 23.0367
0.9900, 5.38e-05, 6025.0816, 143.6990, 2.4247, 23.1424
0.9950, 6.1e-05, 6025.3363, 143.6483, 2.4248, 23.2480
1.0000, 5.91e-05, 6025.5922, 143.5977, 2.4250, 23.3536
1.0050, 5.13e-05, 6025.8492, 143.5469, 2.4251, 23.4591
1.0100, 5.05e-05, 6026.1074, 143.4961, 2.4253, 23.5646
1.0150, 5.07e-05, 6026.3667, 143.4453, 2.4254, 23.6701
1.0200, 6.93e-05, 6026.6271, 143.3944, 2.4256, 23.7756
1.0250, 6.08e-05, 6026.8887, 143.3434, 2.4258, 23.8810
1.0300, 5.12e-05, 6027.1513, 143.2924, 2.4260, 23.9864
1.0350, 5.3e-05, 6027.4152, 143.2414, 2.4262, 24.0917
1.0400, 5.05e-05, 6027.6801, 143.1903, 2.4264, 24.1970
1.0450, 5.02e-05, 6027.9462, 143.1391, 2.4266, 24.3023
1.0500, 5.05e-05, 6028.2134, 143.0879, 2.4268, 24.4075
1.0550, 7.4e-05, 6028.4817, 143.0367, 2.4270, 24.5127
1.0600, 5.09e-05, 6028.7512, 142.9853, 2.4272, 24.6178
1.0650, 5.01e-05, 6029.0217, 142.9340, 2.4275, 24.7229
1.0700, 5.04e-05, 6029.2934, 142.8826, 2.4277, 24.8280
1.0750, 5.23e-05, 6029.5662, 142.8311, 2.4279, 24.9330
1.0800, 5.02e-05, 6029.8401, 142.7796, 2.4281, 25.0380
1.0850, 5.06e-05, 6030.1151, 142.7280, 2.4283, 25.1429
1.0900, 5.26e-05, 6030.3912, 142.6764, 2.4285, 25.2478
1.0950, 5.34e-05, 6030.6684, 142.6247, 2.4287, 25.3526
1.1000, 5.01e-05, 6030.9467, 142.5730, 2.4288, 25.4574
1.1050, 5.79e-05, 6031.2261, 142.5213, 2.4290, 25.5621
1.1100, 5.29e-05, 6031.5066, 142.4694, 2.4292, 25.6668
1.1150, 5.06e-05, 6031.7881, 142.4176, 2.4294, 25.7715
1.1200, 6.09e-05, 6032.0708, 142.3656, 2.4295, 25.8760
1.1250, 5.23e-05, 6032.3546, 142.3137, 2.4297, 25.9806
1.1300, 5.28e-05, 6032.6394, 142.2617, 2.4299, 26.0851
1.1350, 5.05e-05, 6032.9254, 142.2096, 2.4300, 26.1895
1.1400, 5.06e-05, 6033.2124, 142.1575, 2.4302, 26.2939
1.1450, 5.08e-05, 6033.5005, 142.1053, 2.4303, 26.3982
1.1500, 5.26e-05, 6033.7896, 142.0531, 2.4304, 26.5025
1.1550, 5.01e-05, 6034.0799, 142.0008, 2.4305, 26.6068
1.1600, 5.23e-05, 6034.3712, 141.9485, 2.4307, 26.7109
1.1650, 5.28e-05, 6034.6636, 141.8961, 2.4308, 26.8151
1.1700, 5.08e-05, 6034.9570, 141.8437, 2.4309, 26.9192
1.1750, 5.02e-05, 6035.2515, 141.7913, 2.4310, 27.0232
1.1800, 4.97e-05, 6035.5471, 141.7388, 2.4311, 27.1272
1.1850, 6.37e-05, 6035.8437, 141.6862, 2.4312, 27.2311
1.1900, 6.2e-05, 6036.1414, 141.6336, 2.4312, 27.3350
1.1950, 5.23e-05, 6036.4402, 141.5809, 2.4313, 27.4388
1.2000, 5.05e-05, 6036.7400, 141.5282, 2.4314, 27.5426
1.2050, 5.3e-05, 6037.0408, 141.4755, 2.4314, 27.6463
1.2100, 5.02e-05, 6037.3427, 141.4227, 2.4315, 27.7500
1.2150, 5.02e-05, 6037.6456, 141.3698, 2.4316, 27.8536
1.2200, 5.01e-05, 6037.9496, 141.3169, 2.4316, 27.9572
1.2250, 6.23e-05, 6038.2546, 141.2640, 2.4317, 28.0607
1.2300, 5.27e-05, 6038.5607, 141.2110, 2.4317, 28.1642
1.2350, 5.09e-05, 6038.8677, 141.1580, 2.4317, 28.2676
1.2400, 5.24e-05, 6039.1758, 141.1049, 2.4318, 28.3710
1.2450, 5.03e-05, 6039.4850, 141.0518, 2.4318, 28.4743
1.2500, 5.01e-05, 6039.7952, 140.9986, 2.4318, 28.5776
1.2550, 5.04e-05, 6040.1064, 140.9454, 2.4319, 28.6808
1.2600, 5.27e-05, 6040.4186, 140.8921, 2.4319, 28.7840
1.2650, 5.28e-05, 6040.7318, 140.8388, 2.4319, 28.8871
1.2700, 5.15e-05, 6041.0461, 140.7854, 2.4319, 28.9902
1.2750, 5.11e-05, 6041.3613, 140.7320, 2.4319, 29.0932
1.2800, 5.29e-05, 6041.6776, 140.6785, 2.4319, 29.1962
1.2850, 5.02e-05, 6041.9949, 140.6250, 2.4320, 29.2991
1.2900, 5.06e-05, 6042.3132, 140.5715, 2.4320, 29.4020
1.2950, 5.26e-05, 6042.6325, 140.5179, 2.4320, 29.5048
1.3000, 5.25e-05, 6042.9528, 140.4642, 2.4320, 29.6076
1.3050, 5.06e-05, 6043.2741, 140.4105, 2.4320, 29.7103
1.3100, 4.99e-05, 6043.5964, 140.3568, 2.4320, 29.8130
1.3150, 5.35e-05, 6043.9197, 140.3030, 2.4320, 29.9157
1.3200, 5.01e-05, 6044.2440, 140.2492, 2.4320, 30.0183
1.3250, 5.01e-05, 6044.5693, 140.1953, 2.4320, 30.1208
1.3300, 4.99e-05, 6044.8955, 140.1414, 2.4320, 30.2233
1.3350, 6.48e-05, 6045.2228, 140.0874, 2.4320, 30.3258
1.3400, 5.08e-05, 6045.5510, 140.0334, 2.4320, 30.4282
1.3450, 5.19e-05, 6045.8802, 139.9794, 2.4321, 30.5305
1.3500, 6.66e-05, 6046.2104, 139.9253, 2.4321, 30.6329
1.3550, 5.21e-05, 6046.5416, 139.8711, 2.4321, 30.7351
1.3600, 5.02e-05, 6046.8737, 139.8169, 2.4321, 30.8374
1.3650, 6.1e-05, 6047.2068, 139.7627, 2.4321, 30.9395
1.3700, 6.36e-05, 6047.5409, 139.7084, 2.4321, 31.0417
1.3750, 5.03e-05, 6047.8759, 139.6541, 2.4321, 31.1437
1.3800, 5.04e-05, 6048.2119, 139.5997, 2.4321, 31.2458
1.3850, 5.18e-05, 6048.5488, 139.5453, 2.4321, 31.3478
1.3900, 5.27e-05, 6048.8868, 139.4908, 2.4322, 31.4497
1.3950, 5.06e-05, 6049.2256, 139.4363, 2.4322, 31.5516
1.4000, 6.13e-05, 6049.5654, 139.3817, 2.4322, 31.6535
1.4050, 5.16e-05, 6049.9062, 139.3271, 2.4322, 31.7553
1.4100, 5.27e-05, 6050.2479, 139.2725, 2.4322, 31.8571
1.4150, 5.03e-05, 6050.5906, 139.2178, 2.4322, 31.9588
1.4200, 5.02e-05, 6050.9342, 139.1631, 2.4323, 32.0605
1.4250, 5.2e-05, 6051.2787, 139.1083, 2.4323, 32.1621
1.4300, 5.38e-05, 6051.6242, 139.0535, 2.4323, 32.2637
1.4350, 6.18e-05, 6051.9706, 138.9986, 2.4323, 32.3652
1.4400, 5.2e-05, 6052.3179, 138.9437, 2.4324, 32.4667
1.4450, 5.27e-05, 6052.6662, 138.8888, 2.4324, 32.5682
1.4500, 5e-05, 6053.0154, 138.8338, 2.4324, 32.6696
1.4550, 5.04e-05, 6053.3655, 138.7787, 2.4324, 32.7709
1.4600, 4.99e-05, 6053.7165, 138.7236, 2.4325, 32.8723
1.4650, 5.24e-05, 6054.0685, 138.6685, 2.4325, 32.9735
1.4700, 7.26e-05, 6054.4214, 138.6133, 2.4325, 33.0748
1.4750, 5.33e-05, 6054.7751, 138.5581, 2.4325, 33.1759
1.4800, 5.31e-05, 6055.1298, 138.5028, 2.4326, 33.2771
1.4850, 5.06e-05, 6055.4854, 138.4475, 2.4326, 33.3782
1.4900, 5.08e-05, 6055.8420, 138.3922, 2.4326, 33.4792
1.4950, 5.01e-05, 6056.1994, 138.3368, 2.4327, 33.5802
1.5000, 5.27e-05, 6056.5577, 138.2814, 2.4327, 33.6811
1.5050, 6.54e-05, 6056.9169, 138.2259, 2.4327, 33.7820
1.5100, 5.21e-05, 6057.2770, 138.1704, 2.4328, 33.8829
1.5150, 5.06e-05, 6057.6380, 138.1148, 2.4328, 33.9837
1.5200, 5.26e-05, 6057.9999, 138.0592, 2.4328, 34.0845
1.5250, 5.05e-05, 6058.3627, 138.0035, 2.4329, 34.1852
1.5300, 5.04e-05, 6058.7264, 137.9478, 2.4329, 34.2859
1.5350, 5.04e-05, 6059.0909, 137.8921, 2.4330, 34.3865
1.5400, 6.4e-05, 6059.4563, 137.8363, 2.4330, 34.4871
1.5450, 5.13e-05, 6059.8226, 137.7805, 2.4330, 34.5877
1.5500, 5.2e-05, 6060.1898, 137.7246, 2.4331, 34.6881
1.5550, 5.25e-05, 6060.5579, 137.6687, 2.4331, 34.7886
1.5600, 5.02e-05, 6060.9268, 137.6127, 2.4331, 34.8890
1.5650, 4.99e-05, 6061.2966, 137.5567, 2.4332, 34.9894
1.5700, 5.02e-05, 6061.6673, 137.5007, 2.4332, 35.0897
1.5750, 6.4e-05, 6062.0388, 137.4446, 2.4333, 35.1899
1.5800, 5.21e-05, 6062.4112, 137.3885, 2.4333, 35.2901
1.5850, 5.01e-05, 6062.7844, 137.3323, 2.4333, 35.3903
1.5900, 0.0001296, 6063.1585, 137.2761, 2.4334, 35.4904
1.5950, 0.0001305, 6063.5334, 137.2199, 2.4334, 35.5905
1.6000, 9.87e-05, 6063.9092, 137.1636, 2.4334, 35.6906
1.6050, 9.27e-05, 6064.2859, 137.1072, 2.4335, 35.7905
1.6100, 0.0001279, 6064.6634, 137.0509, 2.4335, 35.8905
1.6150, 0.0001016, 6065.0417, 136.9944, 2.4336, 35.9904
1.6200, 9.57e-05, 6065.4209, 136.9380, 2.4336, 36.0902
1.6250, 9.2e-05, 6065.8009, 136.8815, 2.4336, 36.1900
1.6300, 0.0001197, 6066.1817, 136.8249, 2.4337, 36.2898
1.6350, 9.53e-05, 6066.5634, 136.7684, 2.4337, 36.3895
1.6400, 8.87e-05, 6066.9459, 136.7117, 2.4338, 36.4891
1.6450, 8.89e-05, 6067.3292, 136.6551, 2.4338, 36.5887
1.6500, 0.0001077, 6067.7134, 136.5983, 2.4338, 36.6883
1.6550, 9.52e-05, 6068.0983, 136.5416, 2.4339, 36.7878
1.6600, 8.98e-05, 6068.4841, 136.4848, 2.4339, 36.8873
1.6650, 8.85e-05, 6068.8707, 136.4280, 2.4339, 36.9867
1.6700, 0.0001068, 6069.2582, 136.3711, 2.4340, 37.0861
1.6750, 0.0001059, 6069.6464, 136.3142, 2.4340, 37.1854
1.6800, 9.02e-05, 6070.0354, 136.2572, 2.4340, 37.2847
1.6850, 8.96e-05, 6070.4253, 136.2002, 2.4341, 37.3839
1.6900, 0.0001019, 6070.8159, 136.1432, 2.4341, 37.4831
1.6950, 9.29e-05, 6071.2074, 136.0861, 2.4342, 37.5823
1.7000, 8.84e-05, 6071.5996, 136.0290, 2.4342, 37.6814
1.7050, 8.95e-05, 6071.9927, 135.9718, 2.4342, 37.7804
1.7100, 0.0001041, 6072.3865, 135.9146, 2.4343, 37.8794
1.7150, 9.38e-05, 6072.7812, 135.8574, 2.4343, 37.9784
1.7200, 9.61e-05, 6073.1766, 135.8001, 2.4343, 38.0773
1.7250, 9.22e-05, 6073.5728, 135.7428, 2.4344, 38.1761
1.7300, 0.0001055, 6073.9698, 135.6854, 2.4344, 38.2749
1.7350, 9.69e-05, 6074.3675, 135.6280, 2.4344, 38.3737
1.7400, 9.41e-05, 6074.7661, 135.5706, 2.4345, 38.4724
1.7450, 8.94e-05, 6075.1654, 135.5131, 2.4345, 38.5710
1.7500, 0.0001046, 6075.5655, 135.4556, 2.4345, 38.6697
1.7550, 9.62e-05, 6075.9664, 135.3980, 2.4346, 38.7682
1.7600, 9.17e-05, 6076.3680, 135.3404, 2.4346, 38.8667
1.7650, 9.45e-05, 6076.7704, 135.2828, 2.4346, 38.9652
1.7700, 0.0001048, 6077.1735, 135.2251, 2.4347, 39.0636
1.7750, 9.41e-05, 6077.5775, 135.1674, 2.4347, 39.1620
1.7800, 9.02e-05, 6077.9821, 135.1096, 2.4347, 39.2603
1.7850, 8.82e-05, 6078.3876, 135.0518, 2.4348, 39.3586
1.7900, 0.0001043, 6078.7937, 134.9940, 2.4348, 39.4568
1.7950, 9.79e-05, 6079.2007, 134.9361, 2.4348, 39.5550
1.8000, 8.85e-05, 6079.6084, 134.8782, 2.4349, 39.6531
1.8050, 8.68e-05, 6080.0168, 134.8203, 2.4349, 39.7512
1.8100, 0.0001035, 6080.4259, 134.7623, 2.4349, 39.8492
1.8150, 0.0001041, 6080.8359, 134.7043, 2.4350, 39.9472
1.8200, 9.01e-05, 6081.2465, 134.6462, 2.4350, 40.0451
1.8250, 8.99e-05, 6081.6579, 134.5881, 2.4350, 40.1430
1.8300, 0.0001047, 6082.0700, 134.5300, 2.4351, 40.2408
1.8350, 9.67e-05, 6082.4828, 134.4718, 2.4351, 40.3386
1.8400, 9e-05, 6082.8964, 134.4136, 2.4351, 40.4363
1.8450, 8.8e-05, 6083.3107, 134.3553, 2.4352, 40.5340
